Metric,Value
Number of tests,720
Number correct,477
Accuracy rate,66.25%

row_num,problem_id,image_name,question_idx,question,model_answer,ground_truth,correct
528,1427209,43a93ca6-3124-4dd7-8b74-e6588eb0ae1e.png,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,YES,NO,False
528,1427209,43a93ca6-3124-4dd7-8b74-e6588eb0ae1e.png,1,Does the student's equation match their number line model?,YES,NO,False
526,1427209,18b684e1-bffc-4d8e-ae54-c7b869bbe56e.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,YES,False
526,1427209,18b684e1-bffc-4d8e-ae54-c7b869bbe56e.jpeg,1,Does the student's equation match their number line model?,NO,NO,True
531,1427209,9dc5b6d2-35e8-4d9b-ba5a-09744137b4d2.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,YES,NO,False
531,1427209,9dc5b6d2-35e8-4d9b-ba5a-09744137b4d2.jpeg,1,Does the student's equation match their number line model?,NO,NO,True
532,1427209,a694be05-3b87-4ca2-8d39-9959d40914f0.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,NO,True
532,1427209,a694be05-3b87-4ca2-8d39-9959d40914f0.jpeg,1,Does the student's equation match their number line model?,NO,NO,True
530,1427209,900dc9c8-a3c4-49f3-81b8-0ca0fc41309f.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,NO,True
530,1427209,900dc9c8-a3c4-49f3-81b8-0ca0fc41309f.jpeg,1,Does the student's equation match their number line model?,NO,NO,True
533,1427209,bfc8a75c-2bfe-4d99-bb58-64c188df41dc.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,NO,True
533,1427209,bfc8a75c-2bfe-4d99-bb58-64c188df41dc.jpeg,1,Does the student's equation match their number line model?,NO EQUATION PROVIDED,NO,False
535,1427209,de5d9200-d4c5-4075-87a1-a08351cd84fe.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,NO,True
535,1427209,de5d9200-d4c5-4075-87a1-a08351cd84fe.jpeg,1,Does the student's equation match their number line model?,NO,NO,True
537,1427209,ee33d4ad-b724-4d27-8511-c8e0d6061a36.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,YES,NO,False
537,1427209,ee33d4ad-b724-4d27-8511-c8e0d6061a36.jpeg,1,Does the student's equation match their number line model?,YES,NO,False
536,1427209,eac4aa77-6d26-4389-a388-eff07608b16a.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,YES,NO,False
536,1427209,eac4aa77-6d26-4389-a388-eff07608b16a.jpeg,1,Does the student's equation match their number line model?,NO,NO,True
534,1427209,d41c2830-0335-4084-be18-cd89e7c5466e.jpeg,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,NO,True
534,1427209,d41c2830-0335-4084-be18-cd89e7c5466e.jpeg,1,Does the student's equation match their number line model?,NO,YES,False
538,1427209,f67d5b8f-b9a1-4c25-a72d-38b1e6f1c23d.png,0,Does the student correctly show that the opposite of the opposite of a negative number is negative?,NO,YES,False
538,1427209,f67d5b8f-b9a1-4c25-a72d-38b1e6f1c23d.png,1,Does the student's equation match their number line model?,NO,YES,False
539,1458767,0d6fb627-3fcc-4967-adfb-4b3516a34c2d.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,YES,True
539,1458767,0d6fb627-3fcc-4967-adfb-4b3516a34c2d.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
540,1458767,3409b602-2201-4e19-856f-9b66e30d8a9b.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,YES,True
540,1458767,3409b602-2201-4e19-856f-9b66e30d8a9b.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
541,1458767,356d0b29-d230-4b4c-844c-788ccc6c2566.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,YES,True
541,1458767,356d0b29-d230-4b4c-844c-788ccc6c2566.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
545,1458767,a2e8664a-e023-473f-960e-aea8372d1ac1.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,NO,False
545,1458767,a2e8664a-e023-473f-960e-aea8372d1ac1.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
543,1458767,58e80a3e-476a-4b54-9998-861498664d3b.png,0,Are the other ratios equivalent to the ratio 3:5?,NO,YES,False
543,1458767,58e80a3e-476a-4b54-9998-861498664d3b.png,1,Did the student include the ratio 3:5 in the first row of data?,NO,YES,False
544,1458767,6eb878b1-8cf3-48c1-be37-a1fd85bcbd53.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,YES,True
544,1458767,6eb878b1-8cf3-48c1-be37-a1fd85bcbd53.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
542,1458767,4142963b-8912-4f53-a436-7f1ba361ce27.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,NO,YES,False
542,1458767,4142963b-8912-4f53-a436-7f1ba361ce27.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
546,1458767,b3891a51-271d-43a1-bcd8-83960a8a0260.png,0,Are the other ratios equivalent to the ratio 3:5?,NO,YES,False
546,1458767,b3891a51-271d-43a1-bcd8-83960a8a0260.png,1,Did the student include the ratio 3:5 in the first row of data?,NO,YES,False
547,1458767,b4138fdf-36da-4598-9582-058d1e18c84c.png,0,Are the other ratios equivalent to the ratio 3:5?,NO,YES,False
547,1458767,b4138fdf-36da-4598-9582-058d1e18c84c.png,1,Did the student include the ratio 3:5 in the first row of data?,NO,YES,False
548,1458767,e8f31625-cd9c-428a-b721-19081928ca2b.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,YES,True
548,1458767,e8f31625-cd9c-428a-b721-19081928ca2b.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
548,1458767,e8f31625-cd9c-428a-b721-19081928ca2b.jpeg,2,Is this discription accurate the to text?,YES,NO,False
549,1458767,f5c2e5d3-6329-4a00-883c-d14ceb1d35d2.jpeg,0,Are the other ratios equivalent to the ratio 3:5?,YES,YES,True
549,1458767,f5c2e5d3-6329-4a00-883c-d14ceb1d35d2.jpeg,1,Did the student include the ratio 3:5 in the first row of data?,YES,YES,True
565,1458775,38905828-9ce8-4cd1-8784-937470a5d703.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,NO,NO,True
566,1458775,7671a5e3-1408-4265-8c2c-bfb795fc8bcb.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,NO,YES,False
564,1458775,0c7624d1-fb57-46bb-8dc7-d09b220cf8b1.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
567,1458775,82e93c63-e130-4d2a-802a-5e4a9861b2e2.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
568,1458775,85fbe124-f7d6-4b9c-8f7f-ddda240fb777.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
569,1458775,9556139f-671c-435b-baca-0f4f833b67b3.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
570,1458775,9a5eadce-cf65-44b4-bd0a-41ea769d2d29.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
571,1458775,a487bcf7-5f85-444f-a00f-bf3a319607e6.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
572,1458775,af529d58-5cb0-487f-bd98-a586eebbcd05.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,YES,YES,True
574,1458776,0ce89fff-c555-4769-960d-7ae707174588.png,0,Do the ordered pairs match the points plotted on the graph?,YES,NO,False
573,1458775,b17a76b4-ad76-4d56-b60d-9631571405ab.jpeg,0,Do the values in the table maintain the ratio of 2 charms to 8 beads?,NO,YES,False
577,1458776,af7f1968-bbd7-4f15-9389-eeac4e6677ce.jpeg,0,Do the ordered pairs match the points plotted on the graph?,NO,YES,False
578,1458776,c0ce1215-1107-400b-95ce-c8003ce2b139.jpeg,0,Do the ordered pairs match the points plotted on the graph?,YES,YES,True
583,1459001,2840f9f3-8d3b-4039-82d9-488ea1b9b1e2.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
580,1458776,deb10822-d792-4c83-82cc-5f880b898ab0.jpeg,0,Do the ordered pairs match the points plotted on the graph?,NO,NO,True
581,1458776,e71d0178-72b4-4bd4-87fd-f5b8801843e3.jpeg,0,Do the ordered pairs match the points plotted on the graph?,YES,YES,True
579,1458776,d968748f-7a82-4071-a6cb-0468d9d2412f.jpeg,0,Do the ordered pairs match the points plotted on the graph?,YES,NO,False
585,1459001,5c8a0b89-5ccc-4202-a8aa-4ecc3b1c71b9.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
584,1459001,491491bb-e5aa-483c-987b-d6a4714c235e.png,0,Did the student correctly treat 30 as the part?,NO,NO,True
587,1459001,92d767db-ac0c-4519-bb3c-f6600708a740.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
588,1459001,95e6002b-c35b-4f89-b97c-e22f7c2bfaf2.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
589,1459001,a84955fb-079d-48cd-9a83-3865e83d164b.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
591,1459001,dcf976e9-4fba-42f2-86d5-d9f57044be12.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
593,1459001,ef9d104a-b7ff-437e-adee-cb6fd3cbe8fe.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
586,1459001,8aebd89b-ef6c-4188-8780-459c8760e165.jpeg,0,Did the student correctly treat 30 as the part?,YES,NO,False
596,1459059,24373adb-2f8b-4afc-bc10-95b7319ad55d.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,YES,True
596,1459059,24373adb-2f8b-4afc-bc10-95b7319ad55d.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,YES,True
594,1459059,1e0ae8a8-ecf8-4d44-bf20-6fe981a69a8e.png,0,Did the student correctly plot the point -4 on the number line?,CONTENT NOT VISIBLE,NO,False
594,1459059,1e0ae8a8-ecf8-4d44-bf20-6fe981a69a8e.png,1,Did the student correctly plot the point 4 on the number line?,CONTENT NOT VISIBLE,NO,False
592,1459001,dedd6878-03df-4445-9600-64a869727c1f.jpeg,0,Did the student correctly treat 30 as the part?,YES,YES,True
597,1459059,3012ca5f-3aca-47f4-85f8-c2f90dfbf729.jpeg,0,Did the student correctly plot the point -4 on the number line?,NO,NO,True
597,1459059,3012ca5f-3aca-47f4-85f8-c2f90dfbf729.jpeg,1,Did the student correctly plot the point 4 on the number line?,NO,NO,True
598,1459059,85a936d0-528e-4a5e-8688-bc360e6706c2.jpeg,0,Did the student correctly plot the point -4 on the number line?,NO,NO,True
598,1459059,85a936d0-528e-4a5e-8688-bc360e6706c2.jpeg,1,Did the student correctly plot the point 4 on the number line?,NO,NO,True
599,1459059,85cc71bf-4b9a-4cd3-803a-03567b5d258d.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,YES,True
599,1459059,85cc71bf-4b9a-4cd3-803a-03567b5d258d.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,YES,True
600,1459059,8ef6a262-debe-4ac1-b7b8-69b9963c9d95.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,NO,False
600,1459059,8ef6a262-debe-4ac1-b7b8-69b9963c9d95.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,NO,False
601,1459059,b1a221e3-6a12-4e3f-906d-276b98b6b631.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,YES,True
601,1459059,b1a221e3-6a12-4e3f-906d-276b98b6b631.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,YES,True
603,1459059,d02321dd-18a3-421d-978b-af914ce0a8dd.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,YES,True
603,1459059,d02321dd-18a3-421d-978b-af914ce0a8dd.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,YES,True
602,1459059,c25f13bf-54a3-43f2-937d-4a56ad5a393a.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,YES,True
602,1459059,c25f13bf-54a3-43f2-937d-4a56ad5a393a.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,YES,True
604,1459059,d7cd3537-4a7a-43f6-99e8-761e366c3c3d.jpeg,0,Did the student correctly plot the point -4 on the number line?,YES,YES,True
604,1459059,d7cd3537-4a7a-43f6-99e8-761e366c3c3d.jpeg,1,Did the student correctly plot the point 4 on the number line?,YES,YES,True
606,1459059,f380230d-49cd-4318-bdf4-e9524412309e.jpeg,0,Did the student correctly plot the point -4 on the number line?,NO,NO,True
606,1459059,f380230d-49cd-4318-bdf4-e9524412309e.jpeg,1,Did the student correctly plot the point 4 on the number line?,NO,NO,True
605,1459059,e6a47404-58a5-4f9a-9b3b-c2ee1f6e4a2f.jpeg,0,Did the student correctly plot the point -4 on the number line?,NO,NO,True
605,1459059,e6a47404-58a5-4f9a-9b3b-c2ee1f6e4a2f.jpeg,1,Did the student correctly plot the point 4 on the number line?,NO,NO,True
622,1460146,1e8345ef-6387-4f44-b38e-d2d92b101629.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
622,1460146,1e8345ef-6387-4f44-b38e-d2d92b101629.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
622,1460146,1e8345ef-6387-4f44-b38e-d2d92b101629.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,YES,True
622,1460146,1e8345ef-6387-4f44-b38e-d2d92b101629.jpeg,3,Did the student label the columns?,NO,YES,False
595,1459059,240e9e25-c436-402d-87f9-bad966a89d10.jpeg,0,Did the student correctly plot the point -4 on the number line?,NO,YES,False
595,1459059,240e9e25-c436-402d-87f9-bad966a89d10.jpeg,1,Did the student correctly plot the point 4 on the number line?,NO,YES,False
621,1460146,1373525d-e035-496d-8e04-942c8c0bf8c2.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
621,1460146,1373525d-e035-496d-8e04-942c8c0bf8c2.jpeg,1,Did the student correctly draw 6 discs in the tens column?,NO,YES,False
621,1460146,1373525d-e035-496d-8e04-942c8c0bf8c2.jpeg,2,Did the student correctly draw zero discs in the ones column?,NO,NO,True
621,1460146,1373525d-e035-496d-8e04-942c8c0bf8c2.jpeg,3,Did the student label the columns?,NO,YES,False
623,1460146,22bdff9a-55e2-4420-8848-431fd6b05947.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
623,1460146,22bdff9a-55e2-4420-8848-431fd6b05947.jpeg,1,Did the student correctly draw 6 discs in the tens column?,NO,YES,False
623,1460146,22bdff9a-55e2-4420-8848-431fd6b05947.jpeg,2,Did the student correctly draw zero discs in the ones column?,NO,YES,False
623,1460146,22bdff9a-55e2-4420-8848-431fd6b05947.jpeg,3,Did the student label the columns?,YES,YES,True
624,1460146,2833ff32-7d54-4d2a-938b-f9713ee9a0a8.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
624,1460146,2833ff32-7d54-4d2a-938b-f9713ee9a0a8.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
624,1460146,2833ff32-7d54-4d2a-938b-f9713ee9a0a8.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,YES,True
624,1460146,2833ff32-7d54-4d2a-938b-f9713ee9a0a8.jpeg,3,Did the student label the columns?,YES,YES,True
625,1460146,40d9191e-4a62-43ef-8ce1-1d39e8943303.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
625,1460146,40d9191e-4a62-43ef-8ce1-1d39e8943303.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
625,1460146,40d9191e-4a62-43ef-8ce1-1d39e8943303.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,YES,True
625,1460146,40d9191e-4a62-43ef-8ce1-1d39e8943303.jpeg,3,Did the student label the columns?,NO,NO,True
626,1460146,50b41a2e-db29-4652-9ff5-56f088bd4615.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,NO,NO,True
626,1460146,50b41a2e-db29-4652-9ff5-56f088bd4615.jpeg,1,Did the student correctly draw 6 discs in the tens column?,NO,NO,True
626,1460146,50b41a2e-db29-4652-9ff5-56f088bd4615.jpeg,2,Did the student correctly draw zero discs in the ones column?,NO,NO,True
626,1460146,50b41a2e-db29-4652-9ff5-56f088bd4615.jpeg,3,Did the student label the columns?,YES,YES,True
627,1460146,54b25be0-afd3-4a6c-a71c-ab2b9099597c.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
627,1460146,54b25be0-afd3-4a6c-a71c-ab2b9099597c.jpeg,1,Did the student correctly draw 6 discs in the tens column?,NO,NO,True
627,1460146,54b25be0-afd3-4a6c-a71c-ab2b9099597c.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
627,1460146,54b25be0-afd3-4a6c-a71c-ab2b9099597c.jpeg,3,Did the student label the columns?,NO,YES,False
628,1460146,61f67f5b-e2f8-4048-b19d-9e2dc0246420.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
628,1460146,61f67f5b-e2f8-4048-b19d-9e2dc0246420.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
628,1460146,61f67f5b-e2f8-4048-b19d-9e2dc0246420.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
628,1460146,61f67f5b-e2f8-4048-b19d-9e2dc0246420.jpeg,3,Did the student label the columns?,YES,YES,True
629,1460146,763049cd-6960-4147-b0ff-8b5a66de6a4e.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
629,1460146,763049cd-6960-4147-b0ff-8b5a66de6a4e.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
629,1460146,763049cd-6960-4147-b0ff-8b5a66de6a4e.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
629,1460146,763049cd-6960-4147-b0ff-8b5a66de6a4e.jpeg,3,Did the student label the columns?,YES,YES,True
632,1460146,bb74526f-1b79-4cf9-9ea5-c1173d1d7b39.png,0,Did the student correctly draw 5 discs in the hundreds column?,NO,YES,False
632,1460146,bb74526f-1b79-4cf9-9ea5-c1173d1d7b39.png,1,Did the student correctly draw 6 discs in the tens column?,NO,YES,False
632,1460146,bb74526f-1b79-4cf9-9ea5-c1173d1d7b39.png,2,Did the student correctly draw zero discs in the ones column?,NO,NO,True
632,1460146,bb74526f-1b79-4cf9-9ea5-c1173d1d7b39.png,3,Did the student label the columns?,NO,NO,True
630,1460146,adce13cc-3bcf-4d1a-9cbc-b052a490c1b4.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
630,1460146,adce13cc-3bcf-4d1a-9cbc-b052a490c1b4.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
630,1460146,adce13cc-3bcf-4d1a-9cbc-b052a490c1b4.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
630,1460146,adce13cc-3bcf-4d1a-9cbc-b052a490c1b4.jpeg,3,Did the student label the columns?,YES,YES,True
631,1460146,ae1edb39-dbbf-4f0c-9c93-ebcfac8297ad.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
631,1460146,ae1edb39-dbbf-4f0c-9c93-ebcfac8297ad.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
631,1460146,ae1edb39-dbbf-4f0c-9c93-ebcfac8297ad.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
631,1460146,ae1edb39-dbbf-4f0c-9c93-ebcfac8297ad.jpeg,3,Did the student label the columns?,YES,YES,True
633,1460146,de66ead6-f527-4279-befa-bf3b25fbfad5.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
633,1460146,de66ead6-f527-4279-befa-bf3b25fbfad5.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
633,1460146,de66ead6-f527-4279-befa-bf3b25fbfad5.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
633,1460146,de66ead6-f527-4279-befa-bf3b25fbfad5.jpeg,3,Did the student label the columns?,YES,YES,True
635,1460146,fd761b10-71a9-473d-aecb-520725947748.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,YES,YES,True
635,1460146,fd761b10-71a9-473d-aecb-520725947748.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,YES,True
635,1460146,fd761b10-71a9-473d-aecb-520725947748.jpeg,2,Did the student correctly draw zero discs in the ones column?,YES,NO,False
635,1460146,fd761b10-71a9-473d-aecb-520725947748.jpeg,3,Did the student label the columns?,YES,YES,True
634,1460146,e27de72d-22f5-4a2b-9c83-a252dd008301.jpeg,0,Did the student correctly draw 5 discs in the hundreds column?,NO,NO,True
634,1460146,e27de72d-22f5-4a2b-9c83-a252dd008301.jpeg,1,Did the student correctly draw 6 discs in the tens column?,YES,NO,False
634,1460146,e27de72d-22f5-4a2b-9c83-a252dd008301.jpeg,2,Did the student correctly draw zero discs in the ones column?,NO,NO,True
634,1460146,e27de72d-22f5-4a2b-9c83-a252dd008301.jpeg,3,Did the student label the columns?,NO,NO,True
636,1474564,057fc962-943d-4f55-b03e-c4c74289d2c9.jpeg,0,Did the student correctly rotate the triangle 270 degrees around Z?,YES,NO,False
636,1474564,057fc962-943d-4f55-b03e-c4c74289d2c9.jpeg,1,Did the student correctly rotate the triangle 90 degrees clockwise around Z?,NO,NO,True
636,1474564,057fc962-943d-4f55-b03e-c4c74289d2c9.jpeg,2,Did the student corretly rotate the triangle 180 degrees around Z?,YES,NO,False
636,1474564,057fc962-943d-4f55-b03e-c4c74289d2c9.jpeg,3,Did the student redraw the triangles shown in the problem?,YES,NO,False
637,1474564,1b8aed79-5f89-4b27-8143-4a95a3e2edc4.jpeg,0,Did the student correctly rotate the triangle 270 degrees around Z?,NO,YES,False
637,1474564,1b8aed79-5f89-4b27-8143-4a95a3e2edc4.jpeg,1,Did the student correctly rotate the triangle 90 degrees clockwise around Z?,NO,YES,False
637,1474564,1b8aed79-5f89-4b27-8143-4a95a3e2edc4.jpeg,2,Did the student corretly rotate the triangle 180 degrees around Z?,NO,YES,False
637,1474564,1b8aed79-5f89-4b27-8143-4a95a3e2edc4.jpeg,3,Did the student redraw the triangles shown in the problem?,NO,YES,False
641,1474564,5ed4af4e-72ed-415e-9dcd-fa114db5eb12.jpeg,0,Did the student correctly rotate the triangle 270 degrees around Z?,NO,YES,False
641,1474564,5ed4af4e-72ed-415e-9dcd-fa114db5eb12.jpeg,1,Did the student correctly rotate the triangle 90 degrees clockwise around Z?,NO,YES,False
641,1474564,5ed4af4e-72ed-415e-9dcd-fa114db5eb12.jpeg,2,Did the student corretly rotate the triangle 180 degrees around Z?,NO,YES,False
641,1474564,5ed4af4e-72ed-415e-9dcd-fa114db5eb12.jpeg,3,Did the student redraw the triangles shown in the problem?,YES,YES,True
