Metric,Value
Number of tests,602
Number correct,428
Accuracy rate,71.10%

row_num,problem_id,image_name,question_idx,question,model_answer,ground_truth,correct
224,1213640,9c48b8a6-ded3-47d7-ab3c-524e80b101f0.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,NO,False
224,1213640,9c48b8a6-ded3-47d7-ab3c-524e80b101f0.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,NO,False
225,1213640,af3c3547-3d5e-4f9d-8525-f1280b809abb.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,YES,True
225,1213640,af3c3547-3d5e-4f9d-8525-f1280b809abb.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,YES,True
225,1213640,af3c3547-3d5e-4f9d-8525-f1280b809abb.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,YES,True
226,1213640,bac47510-7de1-4f9d-b9dc-995f9d5c5589.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,YES,True
226,1213640,bac47510-7de1-4f9d-b9dc-995f9d5c5589.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,YES,True
226,1213640,bac47510-7de1-4f9d-b9dc-995f9d5c5589.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,YES,True
227,1213640,cbea8053-e587-4cfd-988d-e2652cef7ebd.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,NO,False
227,1213640,cbea8053-e587-4cfd-988d-e2652cef7ebd.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,NO,False
227,1213640,cbea8053-e587-4cfd-988d-e2652cef7ebd.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,NO,False
228,1213640,e0bd2e3b-85c6-4b98-ae70-660d6a529592.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,NO,False
228,1213640,e0bd2e3b-85c6-4b98-ae70-660d6a529592.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,NO,False
228,1213640,e0bd2e3b-85c6-4b98-ae70-660d6a529592.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,NO,False
229,1213640,e85507a3-5eaa-472e-b53c-42b8f45b8f68.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,YES,True
229,1213640,e85507a3-5eaa-472e-b53c-42b8f45b8f68.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,YES,True
229,1213640,e85507a3-5eaa-472e-b53c-42b8f45b8f68.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,YES,True
230,1213640,e8727fac-bff7-405d-99a8-5fc3a5f2552d.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,YES,True
230,1213640,e8727fac-bff7-405d-99a8-5fc3a5f2552d.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,YES,True
230,1213640,e8727fac-bff7-405d-99a8-5fc3a5f2552d.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,YES,True
231,1213640,f8717f8a-7358-43f8-a65a-98f634b78a7b.jpeg,0,Did the student correctly identify that 2/3 is equivalent to 4/6 in their explanation?,YES,YES,True
231,1213640,f8717f8a-7358-43f8-a65a-98f634b78a7b.jpeg,1,Did the student correctly label the value 4/6 on the number line?,YES,YES,True
231,1213640,f8717f8a-7358-43f8-a65a-98f634b78a7b.jpeg,2,Did the student place 2/3 and 4/6 at the same place on the number line?,YES,YES,True
232,1213643,09148984-0814-4f08-bc6a-aeecfcc90403.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
233,1213643,11e40909-0483-45d7-b084-f922e164d925.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
234,1213643,340ce907-eec8-4f60-a3c4-c1717feaf895.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,NO,False
235,1213643,432805bc-761b-4b5b-9954-8e3e6fc9d002.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,NO,False
236,1213643,5bb0f529-4ce7-4ba9-b726-5e8650051e2b.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
237,1213643,735946ad-34e8-4f06-a897-11e4d7d2fc97.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
238,1213643,74c2e022-6240-4715-ac67-f3f6e20251ca.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
239,1213643,76dc3154-e3ef-40ad-94b1-7a1faae1cc51.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
240,1213643,7e2198cd-5540-4a4c-96be-73a01d4aca87.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
241,1213643,9142071f-567e-4484-8f34-2a2bf6a73e5d.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
242,1213643,9fb2e22b-d8cc-4705-b047-0d812bf16dc7.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
243,1213643,b2bee459-0880-46c5-948a-4df2a7ef8dc8.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
244,1213643,dbacd54f-553f-4349-a55c-14285a4587b4.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
245,1213643,e8744139-d393-47fd-9763-69dbe485a055.jpeg,0,Did the student correctly state that there are four copies of 1/4 in one whole?,YES,YES,True
246,1220849,17d95adb-d1df-4da2-8320-3e4f451bef63.jpeg,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,YES,YES,True
246,1220849,17d95adb-d1df-4da2-8320-3e4f451bef63.jpeg,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
247,1220849,7e7a5a00-0ee7-4c8c-992b-1644d4dcbbc3.jpeg,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,YES,YES,True
247,1220849,7e7a5a00-0ee7-4c8c-992b-1644d4dcbbc3.jpeg,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
248,1220849,9907b993-3f7a-4fd0-bbb9-e92e28bce19a.jpeg,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,YES,YES,True
248,1220849,9907b993-3f7a-4fd0-bbb9-e92e28bce19a.jpeg,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,YES,False
249,1220849,bd431df1-5f54-4297-8ac6-9c2595844101.png,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,NO,YES,False
249,1220849,bd431df1-5f54-4297-8ac6-9c2595844101.png,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
250,1220849,d40b4063-9837-4d19-bebb-7a854edb99d4.jpeg,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,YES,YES,True
250,1220849,d40b4063-9837-4d19-bebb-7a854edb99d4.jpeg,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
251,1220849,df6dab81-d0fd-40d9-823d-4728b86defde.png,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,NO,YES,False
251,1220849,df6dab81-d0fd-40d9-823d-4728b86defde.png,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
252,1220849,e85104bc-f1d3-4c90-8b2b-d2c4f621d502.jpeg,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,YES,YES,True
252,1220849,e85104bc-f1d3-4c90-8b2b-d2c4f621d502.jpeg,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
253,1220849,f8c187c0-9840-4838-9f3c-e76a46c82a06.jpeg,0,Did the student correctly place -2 1/2 to the right of -3 on the number line?,YES,YES,True
253,1220849,f8c187c0-9840-4838-9f3c-e76a46c82a06.jpeg,1,"Did the student state that because -2 1/2 is to the right of -3 on the number line, -2 1/2 is the greater value?",NO,NO,True
254,1221395,21602f72-9a79-4aaa-896c-f34f9d846131.jpeg,0,Are the numbers plotted correctly given the scale?,NO,NO,True
255,1221395,2b564f4b-7a18-422a-a4f8-7a9acc5a2414.jpeg,0,Are the numbers plotted correctly given the scale?,NO,YES,False
256,1221395,31f093f0-70e7-420c-bcfd-d3cdeace48af.png,0,Are the numbers plotted correctly given the scale?,NO,YES,False
257,1221395,34461f7f-6e36-46d3-9292-7b9ed27e30d6.jpeg,0,Are the numbers plotted correctly given the scale?,YES,NO,False
258,1221395,5125456f-eb82-43f0-9077-63e74727bf8b.jpeg,0,Are the numbers plotted correctly given the scale?,YES,NO,False
259,1221395,7f81b63c-1879-4a0b-96a7-73f51df533f4.jpeg,0,Are the numbers plotted correctly given the scale?,YES,NO,False
260,1221395,8cf498bb-0ccf-46d9-b2b6-dc96e8648ae9.jpeg,0,Are the numbers plotted correctly given the scale?,NO,YES,False
261,1221395,95058d9e-8062-4eeb-86ac-9524dbfc34d1.jpeg,0,Are the numbers plotted correctly given the scale?,NO,YES,False
262,1221395,ed3397a3-c8a3-4422-bef0-6647ded6ef8f.jpeg,0,Are the numbers plotted correctly given the scale?,YES,YES,True
263,1222298,0c9cc50f-fb86-4cc9-8649-9ae80c078b10.jpeg,0,Did the student correctly represent the picnic area as 0?,NO,YES,False
264,1222298,61c27dd6-e665-4b2b-a8f2-f5cb13659743.jpeg,0,Did the student correctly represent the picnic area as 0?,NO,YES,False
265,1222298,74d63c25-f46b-4155-bb08-d6f3f332fadf.jpeg,0,Did the student correctly represent the picnic area as 0?,NO,YES,False
266,1222298,8c39b75f-c6fa-4b80-a53c-cb8c995c4c2e.jpeg,0,Did the student correctly represent the picnic area as 0?,YES,YES,True
267,1222298,bbcb69c8-96db-49bc-911b-29011e3992e8.jpeg,0,Did the student correctly represent the picnic area as 0?,NO,YES,False
268,1222298,d5fff899-4efa-4eb9-88ae-22f3cf557bd6.jpeg,0,Did the student correctly represent the picnic area as 0?,YES,YES,True
269,1222298,d74df408-b767-4742-a893-16e81aa90852.jpeg,0,Did the student correctly represent the picnic area as 0?,YES,YES,True
270,1222298,e151bd4b-51b1-4b10-b820-9f89d5885f79.jpeg,0,Did the student correctly represent the picnic area as 0?,YES,YES,True
271,1222298,e92b2601-6d07-4df3-bd44-60c96323480b.jpeg,0,Did the student correctly represent the picnic area as 0?,YES,YES,True
272,1222537,380b0a62-cd36-423f-b6b4-f2c54d27e8a0.jpeg,0,Did the student correctly round 283 to 300 and 416 to 400?,NO,NO,True
272,1222537,380b0a62-cd36-423f-b6b4-f2c54d27e8a0.jpeg,1,Is the student's estimate of the product reasonable?,YES,NO,False
273,1222537,3dce09a8-c171-4cec-be41-549a505e41dd.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,NO,True
273,1222537,3dce09a8-c171-4cec-be41-549a505e41dd.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
273,1222537,3dce09a8-c171-4cec-be41-549a505e41dd.jpeg,2,Is the student's estimate of the product reasonable?,NO,NO,True
274,1222537,3ecd77aa-cd03-4ca2-bf87-f555b7c3bc78.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
274,1222537,3ecd77aa-cd03-4ca2-bf87-f555b7c3bc78.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
274,1222537,3ecd77aa-cd03-4ca2-bf87-f555b7c3bc78.jpeg,2,Is the student's estimate of the product reasonable?,YES,NO,False
275,1222537,57e28287-bc17-4798-937d-a12fdd358efa.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
275,1222537,57e28287-bc17-4798-937d-a12fdd358efa.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
275,1222537,57e28287-bc17-4798-937d-a12fdd358efa.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
276,1222537,5cdf44ab-4fc1-4889-8f05-536a403ea59a.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
276,1222537,5cdf44ab-4fc1-4889-8f05-536a403ea59a.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,NO,YES,False
276,1222537,5cdf44ab-4fc1-4889-8f05-536a403ea59a.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
277,1222537,7d9ea07e-42eb-4e2e-9eb9-9b3bc4a6189d.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
277,1222537,7d9ea07e-42eb-4e2e-9eb9-9b3bc4a6189d.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
277,1222537,7d9ea07e-42eb-4e2e-9eb9-9b3bc4a6189d.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
278,1222537,8a0f02a5-dd55-49b6-96c1-eaeed45682c0.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
278,1222537,8a0f02a5-dd55-49b6-96c1-eaeed45682c0.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
278,1222537,8a0f02a5-dd55-49b6-96c1-eaeed45682c0.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
279,1222537,93ee2d1e-c233-4ef9-8c96-7efb92f34c13.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,NO,True
279,1222537,93ee2d1e-c233-4ef9-8c96-7efb92f34c13.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
279,1222537,93ee2d1e-c233-4ef9-8c96-7efb92f34c13.jpeg,2,Is the student's estimate of the product reasonable?,NO,NO,True
280,1222537,98c58ee6-215d-44b9-aaa8-e763451b5624.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,NO,True
280,1222537,98c58ee6-215d-44b9-aaa8-e763451b5624.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,N/A,YES,False
280,1222537,98c58ee6-215d-44b9-aaa8-e763451b5624.jpeg,2,Is the student's estimate of the product reasonable?,NO,NO,True
281,1222537,ab62544b-82c1-45af-a3dc-bf6a4ae37104.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
281,1222537,ab62544b-82c1-45af-a3dc-bf6a4ae37104.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
281,1222537,ab62544b-82c1-45af-a3dc-bf6a4ae37104.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
282,1222537,c8e4c6fc-3d9d-472b-a3f0-5bfffac73683.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
282,1222537,c8e4c6fc-3d9d-472b-a3f0-5bfffac73683.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
282,1222537,c8e4c6fc-3d9d-472b-a3f0-5bfffac73683.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
283,1222537,f678392b-38ef-4b40-9818-3d37691d1c5a.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,NO,True
283,1222537,f678392b-38ef-4b40-9818-3d37691d1c5a.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
283,1222537,f678392b-38ef-4b40-9818-3d37691d1c5a.jpeg,2,Is the student's estimate of the product reasonable?,NO,YES,False
284,1222537,f80406ad-2229-4cec-b015-9efeadfeda27.jpeg,0,"Did the student correctly estiamte the product as 1,200?",NO,YES,False
284,1222537,f80406ad-2229-4cec-b015-9efeadfeda27.jpeg,1,Did the student correctly round 283 to 300 and 416 to 400?,YES,YES,True
284,1222537,f80406ad-2229-4cec-b015-9efeadfeda27.jpeg,2,Is the student's estimate of the product reasonable?,YES,YES,True
285,1222625,035d602d-5f4e-47cc-9d29-0807d9d5f6aa.jpeg,0,Did the student estimate the product within reason?,YES,NO,False
285,1222625,035d602d-5f4e-47cc-9d29-0807d9d5f6aa.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,YES,True
285,1222625,035d602d-5f4e-47cc-9d29-0807d9d5f6aa.jpeg,2,Did the student solve using an area model?,YES,YES,True
285,1222625,035d602d-5f4e-47cc-9d29-0807d9d5f6aa.jpeg,3,Did the student solve using the standard algorithm?,NO,NO,True
285,1222625,035d602d-5f4e-47cc-9d29-0807d9d5f6aa.jpeg,4,Is the product expressed in standard form?,YES,YES,True
285,1222625,035d602d-5f4e-47cc-9d29-0807d9d5f6aa.jpeg,5,Is the student's answer reasoanble?,YES,NO,False
286,1222625,1eabc7a8-0f42-4ade-b057-00eb926ae3a8.jpeg,0,Did the student estimate the product within reason?,YES,NO,False
286,1222625,1eabc7a8-0f42-4ade-b057-00eb926ae3a8.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,YES,True
286,1222625,1eabc7a8-0f42-4ade-b057-00eb926ae3a8.jpeg,2,Did the student solve using an area model?,YES,NO,False
286,1222625,1eabc7a8-0f42-4ade-b057-00eb926ae3a8.jpeg,3,Did the student solve using the standard algorithm?,YES,NO,False
286,1222625,1eabc7a8-0f42-4ade-b057-00eb926ae3a8.jpeg,4,Is the product expressed in standard form?,YES,YES,True
286,1222625,1eabc7a8-0f42-4ade-b057-00eb926ae3a8.jpeg,5,Is the student's answer reasoanble?,YES,YES,True
287,1222625,31f5bea0-ad01-432f-a0e7-dcc9fcaddfe9.jpeg,0,Did the student estimate the product within reason?,NO,NO,True
287,1222625,31f5bea0-ad01-432f-a0e7-dcc9fcaddfe9.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,YES,True
287,1222625,31f5bea0-ad01-432f-a0e7-dcc9fcaddfe9.jpeg,2,Did the student solve using an area model?,NO,NO,True
287,1222625,31f5bea0-ad01-432f-a0e7-dcc9fcaddfe9.jpeg,3,Did the student solve using the standard algorithm?,YES,YES,True
287,1222625,31f5bea0-ad01-432f-a0e7-dcc9fcaddfe9.jpeg,4,Is the product expressed in standard form?,YES,YES,True
287,1222625,31f5bea0-ad01-432f-a0e7-dcc9fcaddfe9.jpeg,5,Is the student's answer reasoanble?,YES,NO,False
288,1222625,4cf5dbf1-1ffc-4a70-bbd8-6f240b15acfb.jpeg,0,Did the student estimate the product within reason?,YES,NO,False
288,1222625,4cf5dbf1-1ffc-4a70-bbd8-6f240b15acfb.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,YES,True
288,1222625,4cf5dbf1-1ffc-4a70-bbd8-6f240b15acfb.jpeg,2,Did the student solve using an area model?,NO,NO,True
288,1222625,4cf5dbf1-1ffc-4a70-bbd8-6f240b15acfb.jpeg,3,Did the student solve using the standard algorithm?,YES,YES,True
288,1222625,4cf5dbf1-1ffc-4a70-bbd8-6f240b15acfb.jpeg,4,Is the product expressed in standard form?,YES,YES,True
288,1222625,4cf5dbf1-1ffc-4a70-bbd8-6f240b15acfb.jpeg,5,Is the student's answer reasoanble?,YES,YES,True
289,1222625,50a06820-4a2d-4ede-8159-8e8046dbbf6f.jpeg,0,Did the student estimate the product within reason?,YES,NO,False
289,1222625,50a06820-4a2d-4ede-8159-8e8046dbbf6f.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,NO,False
289,1222625,50a06820-4a2d-4ede-8159-8e8046dbbf6f.jpeg,2,Did the student solve using an area model?,NO,NO,True
289,1222625,50a06820-4a2d-4ede-8159-8e8046dbbf6f.jpeg,3,Did the student solve using the standard algorithm?,YES,YES,True
289,1222625,50a06820-4a2d-4ede-8159-8e8046dbbf6f.jpeg,4,Is the product expressed in standard form?,YES,NO,False
289,1222625,50a06820-4a2d-4ede-8159-8e8046dbbf6f.jpeg,5,Is the student's answer reasoanble?,YES,NO,False
290,1222625,766717e5-6ecf-4c77-9775-84a81d302400.jpeg,0,Did the student estimate the product within reason?,NO,NO,True
290,1222625,766717e5-6ecf-4c77-9775-84a81d302400.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,NO,NO,True
290,1222625,766717e5-6ecf-4c77-9775-84a81d302400.jpeg,2,Did the student solve using an area model?,NO,NO,True
290,1222625,766717e5-6ecf-4c77-9775-84a81d302400.jpeg,3,Did the student solve using the standard algorithm?,YES,YES,True
290,1222625,766717e5-6ecf-4c77-9775-84a81d302400.jpeg,4,Is the product expressed in standard form?,YES,NO,False
290,1222625,766717e5-6ecf-4c77-9775-84a81d302400.jpeg,5,Is the student's answer reasoanble?,NO,NO,True
291,1222625,94acabec-4e37-49c5-b7d8-163da67820c1.jpeg,0,Did the student estimate the product within reason?,NO,NO,True
291,1222625,94acabec-4e37-49c5-b7d8-163da67820c1.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,NO,NO,True
291,1222625,94acabec-4e37-49c5-b7d8-163da67820c1.jpeg,2,Did the student solve using an area model?,NO,NO,True
291,1222625,94acabec-4e37-49c5-b7d8-163da67820c1.jpeg,3,Did the student solve using the standard algorithm?,NO,NO,True
291,1222625,94acabec-4e37-49c5-b7d8-163da67820c1.jpeg,4,Is the product expressed in standard form?,NO,NO,True
291,1222625,94acabec-4e37-49c5-b7d8-163da67820c1.jpeg,5,Is the student's answer reasoanble?,NO,NO,True
292,1222625,bd51703b-8745-425d-aade-77bf407f58a0.jpeg,0,Did the student estimate the product within reason?,YES,YES,True
292,1222625,bd51703b-8745-425d-aade-77bf407f58a0.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,YES,True
292,1222625,bd51703b-8745-425d-aade-77bf407f58a0.jpeg,2,Did the student solve using an area model?,YES,YES,True
292,1222625,bd51703b-8745-425d-aade-77bf407f58a0.jpeg,3,Did the student solve using the standard algorithm?,YES,YES,True
292,1222625,bd51703b-8745-425d-aade-77bf407f58a0.jpeg,4,Is the product expressed in standard form?,YES,YES,True
292,1222625,bd51703b-8745-425d-aade-77bf407f58a0.jpeg,5,Is the student's answer reasoanble?,YES,YES,True
293,1222625,c1532f85-f18c-4410-a7b4-707a73b2c9e8.jpeg,0,Did the student estimate the product within reason?,YES,YES,True
293,1222625,c1532f85-f18c-4410-a7b4-707a73b2c9e8.jpeg,1,Did the student remember to include the decimal in the correct location in their final answer?,YES,NO,False
293,1222625,c1532f85-f18c-4410-a7b4-707a73b2c9e8.jpeg,2,Did the student solve using an area model?,NO,NO,True
293,1222625,c1532f85-f18c-4410-a7b4-707a73b2c9e8.jpeg,3,Did the student solve using the standard algorithm?,NO,YES,False
293,1222625,c1532f85-f18c-4410-a7b4-707a73b2c9e8.jpeg,4,Is the product expressed in standard form?,YES,YES,True
293,1222625,c1532f85-f18c-4410-a7b4-707a73b2c9e8.jpeg,5,Is the student's answer reasoanble?,YES,YES,True
