Problem ID,Image Name,QA Teacher
1065658,d3e07e18-11c1-4f8e-8cfa-32ef8a9a560e.jpeg,"[{""question"": ""Did students label the number line correctly?"", ""answer"": ""YES""}, {""question"": ""Did students use arrows to indicate the direction of movement on the number line?"", ""answer"": ""YES""}, {""question"": ""Is the final answer clearly marked on the number line?"", ""answer"": ""YES""}]"
1065658,e33295ea-2b5c-4952-a53f-1fc2f288f4a7.jpeg,"[{""question"": ""Did students label the number line correctly?"", ""answer"": ""YES""}, {""question"": ""Did students use arrows to indicate the direction of movement on the number line?"", ""answer"": ""NO""}, {""question"": ""Is the final answer clearly marked on the number line?"", ""answer"": ""YES""}]"
1065658,f0738571-7208-4c44-9083-11f5535cf3b4.jpeg,"[{""question"": ""Did students label the number line correctly?"", ""answer"": ""YES""}, {""question"": ""Did students use arrows to indicate the direction of movement on the number line?"", ""answer"": ""NO""}, {""question"": ""Is the final answer clearly marked on the number line?"", ""answer"": ""YES""}]"
1066525,0cbf496f-4429-4a5b-ad41-8737be8dc29c.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,26de330a-1430-4592-bd6f-4511ba1c49f1.png,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,275ead9b-03d7-4ae7-8764-eb5eceff807e.png,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,312e4a9d-da18-47ac-9bbb-9b51eb8252cb.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,38c71e85-7fea-458d-9ebe-955ded2fd5ce.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,44d4fea0-8cf5-445b-98b3-1b3d62ce617c.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,7cced3ee-6560-4c04-8af6-c2885c15fb93.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,7d69e46a-a244-41bc-9d4b-7c26620d74d5.png,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,8ba1e3c4-07dc-421c-bb33-e7cd7c6bc6b1.png,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,98aa4971-50a1-41ee-9df8-7b1884eeff7d.png,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,b94bc548-da8c-420c-a259-da442e1c417f.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,ccef0c51-10f3-4af9-b2cf-b6b10769479d.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,dd8d3e19-7538-483d-a977-5324ebdcf1b2.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,e42732e9-3fa4-488e-808a-e4f1b8b7f303.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""YES""}]"
1066525,eefba64c-8d9b-4130-bc74-8ea7499fde66.jpeg,"[{""question"": ""Did the student correctly differentiate between the legs and the hypoteneuse?"", ""answer"": ""NO""}]"
1066769,0bb9bd09-5694-4a71-893a-4f1e28bf7c28.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""NO""}]"
1066769,11714771-3bae-4b97-96c7-418aba7ae879.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,1d71180e-3fce-4c8e-842c-a141421b72fa.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,25d5fdf4-5007-4d7c-b503-bd8ac829e607.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,3535abe9-ba97-4d29-af84-6a612ca25539.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,55937e96-da9b-443c-8f1e-4b6e1035b29b.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,801d70da-3db7-47ca-a6c9-6571d8be4e73.png,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,9b548fbb-5bf8-45f9-a24c-a114e01b1eb7.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""YES""}]"
1066769,b73fb06f-c997-4594-9f88-91a165ee69ca.png,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""NO""}]"
1066769,d45e81b2-2271-49aa-a314-7b2d0d7a072d.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""NO""}]"
1066769,e91ba2f8-f9df-49a3-9f72-2c5fa2f2d9e0.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""NO""}]"
1066769,edd4f9f0-1e97-46c2-958d-f9c19e3eb0d4.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""NO""}]"
1066769,ee507113-578f-40c2-a721-f3b7fe6358d0.jpeg,"[{""question"": ""Does the formula the student used match the number line model?"", ""answer"": ""NO""}]"
1066816,00a97a80-2884-438b-a34d-adacbbf2058f.png,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,0826de7b-5f90-471d-8951-e5044117341c.png,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,20d2b8f9-cd36-442a-8e70-045138787f90.jpeg,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,67a02367-5fb8-461b-bb60-3fc053cc9ab9.jpeg,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,80207e6c-ce8f-4779-ae8a-4f0f7cfc936a.jpeg,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,8b74a953-5262-4e18-8a31-b4039aafa266.jpeg,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,a12e8fec-22b0-4622-8fa5-2b0a6c595383.jpeg,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,b91af8c8-4ab3-4807-b3e9-80189d0e3f9a.png,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""YES""}]"
1066816,c1e61987-501a-4bcb-9eda-02bcf269c704.png,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a vertical number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066816,e45adf34-47d1-4e6d-a8c9-ac58ac0faccb.png,"[{""question"": ""Did the student correctly represent the water level using negative numbers?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a horizontal number line diagram?"", ""answer"": ""YES""}, {""question"": ""Did the student label 0 as the normal water level on the diagram?"", ""answer"": ""NO""}]"
1066819,161be5c1-1cb7-4811-9ded-b142b54df59a.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""NO""}]"
1066819,2bd3b27b-c990-45b1-b3e0-7855da385a6b.png,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""NO""}]"
1066819,2f42939e-6f26-4954-9ba0-40dda0aeeab6.jpeg,"[{""question"": ""Did the student use a vertical number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066819,377c0fd4-a0e0-4091-8a14-42f407ac05fb.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""NO""}]"
1066819,3f7125d1-a084-48a6-b606-3edb36837c71.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066819,483bde13-b412-4858-9b9d-ef244c13ca98.png,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066819,5bf4a6b3-601a-4578-9171-34c3b21c9fcf.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066819,5f37bea7-209b-49d9-b7cc-06d2abd39124.png,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""NO""}]"
1066819,61bccabc-1500-40e2-ab76-c69ded4bcc16.png,"[{""question"": ""Did the student use a vertical number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066819,7438b611-d296-47e6-8507-e898337dce11.jpeg,"[{""question"": ""Did the student use a vertical number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066819,93a06158-065e-43bc-a572-d889e24417ca.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""NO""}]"
1066819,b4539436-38b4-4dda-87e5-aacc28e40130.jpeg,"[{""question"": ""Did the student use a horizontal or vertical number line to model this problem?"", ""answer"": ""NO""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""NO""}]"
1066819,deae1247-d706-4178-89f3-1f4e71060359.jpeg,"[{""question"": ""Did the student use a vertical number line to model this problem?"", ""answer"": ""YES""}, {""question"": ""Does the student's answer match the number line diagram?"", ""answer"": ""YES""}]"
1066820,27f288e8-6b14-4d9f-b4cd-9db39543b882.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,2ff9f5b0-db48-46c2-afff-3041e517cfd6.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,5568fa07-b294-40d7-9662-2906c21b28cb.jpeg,"[{""question"": ""Did the student use a horizontal or vertical number line to model this problem?"", ""answer"": ""NO""}]"
1066820,6dc3dd0c-0460-4539-ad08-528a028afd93.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,88402054-bb18-4e68-8f95-ad9f9de33b74.png,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,9dbd56d5-c0ac-4119-82d3-5432ca4d73cd.jpeg,"[{""question"": ""Did the student use a horizontal or vertical number line to model this problem?"", ""answer"": ""NO""}]"
1066820,a0bec6da-7c2d-47b6-98e1-09d6f9ceaae3.png,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,a8f69f2b-95df-4720-b0d0-11990b06d2d7.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,a9352065-a427-46e3-a043-78c7c8e652fc.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,c34286af-81b2-49ea-ae00-52c0d71312b5.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1066820,d93ef0ca-ed8a-4438-96cb-ba3fbf57a78a.jpeg,"[{""question"": ""Did the student use a horizontal number line to model this problem?"", ""answer"": ""YES""}]"
1130632,10baecbd-c964-428c-9227-d9ac862f6aed.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,2b358d81-ef56-4a91-a29d-7ec593fe5c3f.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""NO""}]"
1130632,3446a6e2-f16f-4b2f-a985-918fb7b9a2c1.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,388cb3b7-4b2d-4aad-80ad-218bb83a4946.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""NO""}]"
1130632,3a95f227-c270-4ad6-8417-f2ec392b7005.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,3d491565-f8c8-48bf-91cd-10c0c737f514.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,3e7c051f-ae26-4de3-9f1a-78c02bd9f503.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,99c36717-4145-4c85-a496-609e3a106bfb.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,a25d30d1-e9ac-4f95-8df8-44fc223797eb.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""NO""}]"
1130632,cd32ba0e-92b0-4206-8886-2fef8f956ed3.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""NO""}]"
1130632,d1fc81ea-fb41-4a15-b82b-9e28f731c0f0.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,dff7d4b6-02ef-40bf-8c91-290da61e8e42.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""YES""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""YES""}]"
1130632,f69ba77c-306d-41fc-9365-58424748b7bf.jpeg,"[{""question"": ""Did the student correctly draw five dots in each row in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student correctly draw two rows in their array?"", ""answer"": ""NO""}, {""question"": ""Did the student draw a rectangular array?"", ""answer"": ""NO""}]"
1130648,3761f796-9c7d-431b-86e8-436e363384df.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1130648,3f268b62-59f8-447f-a5ac-4ff508210a2b.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""NO""}]"
1130648,4d876298-454e-44e0-9267-5bce7c9e411f.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1130648,52698222-a0bc-4b2a-8cdb-5168ba5e2570.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1130648,67abc859-7b32-4f97-ac16-cf49ae734668.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""NO""}]"
1130648,74f20c66-26eb-4445-ab67-20d999f95ffa.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""NO""}]"
1130648,98382d6c-efcf-4631-afca-00927d043323.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""NO""}]"
1130648,a318e406-88da-4ff7-87e0-d192cff29d61.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""NO""}]"
1130648,c7b27dff-4d26-4853-9d16-ea6452df3dde.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1130648,c7d6b338-e151-430b-ba3b-120db2b479bc.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1130648,cad91cf3-538c-4b0b-a5ea-f74a7c22bb41.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1130648,d114b635-a5dc-4f95-a1e6-36f5311f3f75.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""NO""}]"
1130648,f79044ce-3ed1-43d3-8e83-66e20e07020b.jpeg,"[{""question"": ""Did the student correctly write 3x6=18 to describe the array?"", ""answer"": ""YES""}]"
1139245,3a109f71-11cb-4817-872f-bb23bfeca1c4.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,3b9529d0-3045-4bde-8569-99f967020b26.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,441847f9-84fe-4623-afcf-36737f39af01.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""NO""}]"
1139245,46865308-df50-4224-a933-2eaadf890ee5.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,84d4691c-d988-4822-a812-3da5de297c0a.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,8b911a43-3a35-4f24-b066-3dd37af6d8be.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,8c9dbd3b-1c26-4a89-80a8-be8387d95e4c.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,c0efe915-8189-4a0f-b022-e189e280e8e2.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,df2c4b0a-b490-4a29-9234-47422683239b.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,e4f23e92-7543-4257-9ee0-6b89e76a7a1f.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,e5f55e28-66c7-4146-b712-a3f441ea564b.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,f147039e-b4f8-4a08-ad77-c1188159bf9f.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139245,fa40168e-7784-431a-97ba-bb0f52712233.jpeg,"[{""question"": ""Did the student correctly create 5 groups of 3 balls?"", ""answer"": ""YES""}]"
1139246,3026c539-3561-4b81-956b-6ba10cbf1899.jpeg,[]
1139246,34cd5c1b-4f1d-440e-935d-f3dd9fac2b22.jpeg,[]
1139246,35b82645-7a98-4153-a03a-bf9f2e11a878.jpeg,[]
1139246,3df785d2-8fb2-44d4-a3d7-2bb14f49b6b8.jpeg,[]
1139246,6dfd1a5b-3aad-47e4-8bd7-c7fe2a1ee86a.jpeg,[]
1139246,a11c5885-f363-45e8-badf-2c3584c00bf8.jpeg,[]
1139246,bb3216c3-08d6-4d9b-b218-6eb2d364cce6.jpeg,[]
1139246,d0e0d43e-7520-4dcc-ac4a-959697de9c33.jpeg,[]
1139246,d61cb129-f5a5-4ff6-8037-e97a5ccae7eb.jpeg,[]
1139246,eeb53e8a-3e5f-473e-8f82-75d8b689a2e4.jpeg,[]
1139246,f25c0aa4-921c-4437-a3cb-9042a3759ad4.jpeg,[]
1139246,f37f110b-53c2-48ce-9e61-0968f1a5935d.jpeg,[]
1139246,f394ad98-6d27-4a07-ad14-2f29cb026f5e.jpeg,[]
1139246,f8dbd35d-edac-4ec9-af8e-3c3942426caf.jpeg,[]
1139607,255d8258-ea32-4fe0-b564-7908b88367ab.jpeg,"[{""question"": ""Are the note cards arranged into two rows of six?"", ""answer"": ""NO""}, {""question"": ""Are the note cards arranged into two rows?"", ""answer"": ""NO""}, {""question"": ""Did the student use an array to represent this problem?"", ""answer"": ""NO""}]"
1139607,398c9957-63c6-485b-aeb4-1113450158e9.jpeg,"[{""question"": ""Are the note cards arranged into two rows of six?"", ""answer"": ""YES""}, {""question"": ""Are the note cards arranged into two rows?"", ""answer"": ""YES""}, {""question"": ""Did the student use an array to represent this problem?"", ""answer"": ""YES""}]"
1139607,47864fcb-d4d0-4d4b-afb0-1465015db89f.jpeg,"[{""question"": ""Are the note cards arranged into two rows of six?"", ""answer"": ""NO""}, {""question"": ""Are the note cards arranged into two rows?"", ""answer"": ""NO""}, {""question"": ""Did the student use an array to represent this problem?"", ""answer"": ""NO""}]"
1139607,4e034c74-7774-4a40-a0ab-ef5c4e0224d7.jpeg,"[{""question"": ""Are the note cards arranged into two rows of six?"", ""answer"": ""YES""}, {""question"": ""Are the note cards arranged into two rows?"", ""answer"": ""YES""}, {""question"": ""Did the student use an array to represent this problem?"", ""answer"": ""YES""}]"
